Cleaned_Tweets,IsFake
Yes,0
Checking,1
"My kids wrote better code when they were 12 than the nonsense script Jackson sent me. Like I said, if it’s so great, he should share it with the world and make everyone’s experience with Twitter better. If he does, you will see what I mean.Jackson Palmer is a tool.",1
"You falsely claimed ur lame snippet of Python gets rid of bots. Ok buddy, then share it with the world …",1
What’s going on,0
Very strange indeed!,1
Interesting,1
"Yeah, maybe a smidge higher …",1
"Yes. It’s safe to say that Mackenzie [ahem] Scott is not exactly a big fan of her ex-husband. Unfortunately, a lot of others are getting caught in the crossfire.",1
Feels like a Looney Tunes episode,1
Yup,1
"I support you, Bob! Some bots are good.",1
"Yeah, although I hesitate to admit that, because there are a lot of people that foam at the mouth if you even mention his name!",1
The Democrat vs Republican tribalism among otherwise intelligent people is most distressing.Demonizing everyone who would vote for an alternate party is not constructive.,1
True. Tesla was attacked by Romney in 2 of 3 presidential debates. Those lines were fed to him by a particular individual in the oil &amp; gas industry.The Dems turned negative over the past ~12 months. At least part of it is Mackenzie’s donation to PACs posing as charities.,0
I would be shocked if I’m *not* being spied on haha. My only ask is that anyone spying on me please not affect call quality too much or I can’t hear what’s being said!,0
I’m just talking about the mid-term elections in November. Not sure that there is a third party candidate.It’s rather hard to support a party when prominent members of that party keep attacking me and sidelining Tesla &amp; SpaceX!,0
Literally …,0
Our computer is made of meat!,1
It might be,0
"Tesla doesn’t advertise, the others do. They are … hesitant to bite the hand that feeds them.",1
Tesla Plaid S cruising around Austin with volume at 11 is sublime,1
Veridis Quo,0
Tomorrow,1
"Mildly, so 6/10. It’s a slow meme day.",1
"I would, but the coward blocked me ",0
I miss them,1
"The reason you’re not that funny is because you’re woke. Humor relies on an intuitive &amp; often awkward truth being recognized by the audience, but wokism is a lie, which is why nobody laughs.",1
Less funny than SNL on a bad day. This could make a drunk person sober. Try harder!,1
"Still early stages on that. Getting Starship reliably to orbit, then achieving full &amp; immediate reusability of both stages is by far top priority.",1
"2029 feels like a pivotal year. I’d be surprised if we don’t have AGI by then. Hopefully, people on Mars too.",1
"Well, if you make something that looks like a meme &amp; someone (not me) crops off your name, so it goes.Also, this is only a 6/10 meme, so maybe step down from that high horse!The selfless art of anonymous meme creators is something to be admired.",1
"Yeah, the public has no idea how much Tesla and SpaceX have been attacked/undermined, because we aren’t unionized (yet offer highest pay in industry!) and this administration would rather a company be dead than not unionized",1
"I couldn’t agree more! There is such a thing as too much sentience for household appliances.Imagine giving advanced AI to a toilet with an implicit “maximize ” utility function, so it engages in deep societal manipulation just to get maximum  haha.",0
"I support free speech, but not any one candidate. In fact, I gave money to &amp; voted for Hillary &amp; then voted for Biden.However, given unprovoked attacks by leading Democrats against me &amp; a very cold shoulder to Tesla &amp; SpaceX, I intend to vote Republican in November.",1
In remembrance of those who fell to preserve the light of freedom,1
Sure,1
You can see almost everything from the public road,0
"Thanks I switched back to chronological Twitter, so now I see you.",0
"I swear my responsibility to the highest good for consciousness, while always re-examining what the highest good is",1
"Well, I’m happy I made people happy!",0
And remember that happiness is a choice,1
Perhaps I will one day,1
How about tomorrow afternoon?,1
I dunno … that’s kind of a scary idea,1
Tomorrow will be the first sunrise of the rest of ur life – make it what u want,0
"If the Universe is headed for heat death, then it really *is* all about the journey",1
Spaceships that can take you to other planets and a sustainable energy Earth,1
"When thinking about deep time, what is more astounding is to think about how much time is ahead!",1
"Human civilization, as measured by the first writing, only began ~5000 years ago, so since those trilobites existed, you could have had all human history 100,000 times over again",1
è così bello,1
Ave Maria,1
Con te … partirò,0
"Few seem to realize that China is leading the world in renewable energy generation and electric vehicles. Whatever you may think of China, this is simply a fact.",1
"The “critics” seek not to critique, but rather to virtue signal. They are out of touch with the people and so lose their credibility with the people.",0
Yes,0
Weird,1
"Our video clips are usually shorter than 30 seconds, but the overall point made by James is accurate. Tesla is probably labeling more images per week than any other project ever done and our rate of labeling is increasing rapidly.",1
I suspect that this is because the “algorithm” is not exactly genius vs intentional deboosting by people,1
I had a car named Hubris once,1
I agree,1
"Wow, good for her for saving those people!",1
"Totally, these are very bot-friendly rules!",1
Why do we still have so many paper documents in 2022!?,1
We are much fluffier than we think,1
Strange,1
"At first, I thought this was a parody ",0
"Problem arose from optimizing application performance. Use of Linux page cache caused increasing memory fragmentation, eventually preventing mounting of dashcam. Patch to filesystem driver fixes this. Update coming soon.",1
"So many photons flying around, and yet so few",1
TRUE,0
"I hope they both move on. At their best, they are each incredible.",1
Starships,1
TRUE,0
Haha ,1
Great idea!,1
Incentives matter,1
Pretty sure I saw that at Burning Man,1
"Seems like they would be pretty vulnerable to lions, given their yaw moment of intertia, but I guess they’re really tall and hard to reach?",1
We are all individuals!,1
TRUE,0
Giraffes are surreal,1
"He’s fine, I guess. Does seem like he’s spending a lot of time in the hot tub these days.If he wants to get to orbit, less partying and more work would be advisable.",1
Long-term potential of Tesla is high,0
"It was $500M, but then Tesla went up a lot, so now it’s $1.5B to $2B to close it out",0
My companies don’t buy advertising,1
"Since Gates still has a multi-billion dollar short position against Tesla while claiming to help with global warming, I guess I have some trust issues with him too",1
"True, they must have a scapegoat",1
"I do try my hardest to be good and sometimes I fear that untrue negative stories about me may cause others to excuse their bad behavior to their conscience, because they think I’m doing it too, but I’m not!",1
"I know some of the people you mention and I think they’re good, but for sure not all billionaires are good, since we are dealing with humans after all.",0
"It was 96% in favor of me, until I commented. Ironically, there might be more left-wing bots following me than right-wing haha.",1
V true,1
Yes,1
Great potential to lift people out of poverty. Providing Internet is teaching people to fish.,0
One Starlink can provide Internet for an entire school of hundreds of students,1
"No, Earth has more water than we could possibly use and desalination only costs $3 for 1000 gallons!",0
Good,1
Or a remote hospital,1
Yup!,0
On the nose ,0
Haha ,0
The most anti-human book ever written,0
Starlink approved by Nigeria  &amp; Mozambique ,1
Tesla will not put a manufacturing plant in any location where we are not allowed first to sell &amp; service cars,1
We are waiting for government approval,1
Cool,1
Maybe one day,1
Starlink approved by The Philippines ,1
"Tesla merch can be bought with Doge, soon SpaceX merch too",1
  ,0
Hmm,1
Will discuss this and other improvements with Tesla audio engineering. The new Model S and X sound system is incredible.,1
"Ya know, it’s pretty damn great to be able to talk to people from all walks of life and many countries on Twitter!So much to be learned, even from the harshest critics. Basically … I’m just saying I love all you crazy people ",0
Many insightful comments in the mentions,1
For sure,0
"Yeah, I think that’s probably right. If it were up to me, I would delete charitable deduction. And class-action lawsuits.",1
I think this would actually work,1
"Based on past experience, about 12 to 18 months. Companies that are inherently negative cash flow (ie value destroyers) need to die, so that they stop consuming resources.",1
Fair,1
I’m genuinely curious,0
"Yes, but this is actually a good thing. It has been raining money on fools for too long. Some bankruptcies need to happen.Also, all the Covid stay-at-home stuff has tricked people into thinking that you don’t actually need to work hard. Rude awakening inbound!",0
That would be awesome,1
"This would be a super bad idea, since stocks can swing wildly from one day to the next, eg Snapchat dropping 43%. Tesla is ~40% below ATH!However, eliminating estate tax dodges like GRATs would be good, since probability of kids being effective stewards of capital is lower.",1
"The degree to which the unions control the Dems is insane. It’s like watching a sock puppet “talk”, but the hand inside the sock is way too obvious!",1
. I dare you to run the same poll with your followers,1
"In general, very true",1
Who do you trust less? Real question.,0
Curses!,1
"A union is just another corporation. Far better for many companies to compete for your skills, so that you have maximum optionality.",0
Yup,1
If the reason for it is building products that make millions of people happy,0
"Dogecoin Trillionaire, the Movie ",1
Use of the word “billionaire” as a pejorative is morally wrong &amp; dumb ,1
Yeah,1
"Maybe just require homicide insurance for a gun purchase? Minimum car insurance, which is basically homocide insurance, is required for car ownership.",1
Almost ten years ago,1
"There is a sergeant making judgment calls about recruits before giving them a weapon, so that’s a reasonable barrier",1
"How about a middle ground, where the licensing standard for semi-auto rifles is a driver’s license, age 21 and no rap sheet? Basically, what is a reasonable way to make it harder for people with homicidal impulses to obtain body count maximizing weapons?",1
"To be more precise, I mean any semi-automatic gun with supersonic ammo and a large magazine",1
I have so much respect for the Tesla Shanghai team,0
Who controls the memesControls the Universe,1
"I’m a fan of Jack btw. Wish he would stay on the board, but I understand that he needs to move on.",0
(Of Twitter),1
Jack off the board!,1
Yes,1
Politics is a sadness generator,1
Absolutely,1
True haha,1
"Assault rifles should at minimum require a special permit, where the recipient is extremely well vetted imo",0
A bit sad tbh,0
Some good Cox jokes in this thread,1
"Absolutely. With competition, the consumer is the winner.",1
"If I were to own Twitter, it would be geared towards the middle 80% of the population, so technically the far left and far right would probably be dissatisfied",1
"Human are absurdly concentrated on a tiny percentage of Earth’s surface. That’s why people in cities think Earth is “full” of people, when in fact it is basically empty.",1
Great show!,1
"If Twitter was not truthful here, what else is not true? This is very concerning news.",1
Exactly,1
"If birth rates remain unchanged, South Korea will be ~6% of its current population in three generations, with a majority of people over age 60",1
Landed back at Cape Canaveral(Humans for scale),0
Falcon 9 going supersonic,0
Good,0
Congratulations  and,1
We can’t be one of those lame one-planet civilizations!,1
All   deployed successfully. Thanks for flying SpaceX!,1
"With int/dex talismans &amp; physick. Throw moon to lower magic negation, followed by comet takes out almost anything fast.",1
That’s a good point. One could simply have a few reference human genomes and simply code each individual with a lossless compression delta!Could probably fit the DNA sequences of all humans alive today in a fairly small data storage system.,1
Exactly,0
"Indeed I did. However, I also think that Tesla has the potential to be the most valuable company ever. When Tesla’s market cap, making sustainable energy products, exceeds that of Aramco, producing fossil fuels, you know the future will be good for Earth.",1
The Iron Man statue was given to SpaceX because part of Iron Man 2 was filmed in the rocket factory,1
Yikes. Def not me.,1
Is there a comparison of the post-compression DNA size?,1
"Haha agreed, this will get smoothed out",0
What a dick move!,0
Yeah,1
Italy will have no people if these trends continue,1
"South Korea and Hong Kong are experiencing the fastest population collapse. Note, 2.1 kids per woman is replacement rate.",1
"Lowest birth rate countries, according to World Bank",1
Population collapse is the biggest threat to civilization,0
Exactly!,1
Wow,0
Definitely,0
"Then why is it that the richer someone is, the fewer kids they have?",1
"Contrary to what many think, the richer someone is, the fewer kids they have.I am a rare exception. Most people I know have zero or one kid.",1
We just need to celebrate having kids,1
USA birth rate has been below min sustainable levels for ~50 years,1
Sigh,1
"Starlink does work on vehicles in motion, including planes, but not yet reliably",1
This will be a big deal over time,0
Yes,1
Instagram amplifies this,1
Interesting,0
Equipped load will be lower if fast roll is needed,0
Starman Roadster has traveled enough to have driven every road on Earth 52.8 times,1
Planes are very safe,0
 ,1
Interesting,1
"Absolutely. Normal connectivity is often lost when there are wild fires, storms or flooding, but Starlink still works.",0
Haha ok but warranty is not valid in that case,1
"Yes, first countries in Africa to be announced coming soon. Starlink will serve everywhere on Earth that we’re legally allowed to serve.",1
"Starlink now available for RVs, campers &amp; other large vehicle users (note, antenna too big for cars)",1
Yes,0
"I work. Yes, I am testing Starlink on the plane. Some polishing needed, but it’s working quite well.",1
"Astute observers of my plane (and there many) will note that I don’t use a flight attendant.Moreover, only fruit &amp; nuts are stocked on the plane. I use flights as an opportunity to fast.",1
Netflix documentary about returning astronauts to orbit after Space Shuttle program ended,1
"Power mage, but decent with a sword/katana. Will post pic of my build tomorrow.",1
"Elden Ring, experienced in its entirety, is the most beautiful art I have ever seen",1
"Haha I don’t even have a burner twitter account! I do have a cheesy secret Instagram account, so I can click on links that friends send me.",0
Yeah,1
Should be proportionate to electricity prices. Is this not the case?,0
"It’s accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon even in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",1
"It is accurate to say that incentives were an accelerant to EV adoption, but we started Tesla when there were no incentives &amp; gasoline was $2/gallon in California.Tesla currently has a tax credit *disadvantage*, because the $7500 tax credit stopped applying to us years ago.",0
Glad to hear that!,1
Oddly calming,1
Congratulations!,1
Absolutely,0
"No, they still refuse to explain how they calculate that 5% of daily users are fake/spam! Very suspicious.",1
"I’m worried that Twitter has a disincentive to reduce spam, as it reduces perceived daily users",0
Why is  ignoring this story?,0
"Confusing-gate, more like it!Bottom line: A prominent lawyer working for the Clinton campaign fabricated Russia-Trump collusion using a retired MI6 spy &amp; some actual Russians. This is not ok!There may have been actual Russian interference, but still the above is not cool.",1
He can be a little negative at times tbh,1
Words to live by,1
"True, owning Twitter probably won’t increase my life expectancy haha",1
Correct,1
Exactly,1
"I’ve just switched from moderate D to moderate R, as I think many independent voters have done. We will know the magnitude of this trend in November. I think it’s big.",1
Their full name is “Business Insider Trading”. They always forget that last word for some reason. ,1
They will,0
Accurate,0
"Interesting, go on …",1
An homage to Catherine the Greatest,1
Yes,1
"Looking for hardcore streetfighters, not white-shoe lawyers like Perkins or Cooley who thrive on corruption. There will be blood.",1
Good thread,1
I ‘member,1
Tesla FSD is the best real world AI,0
Please include links to cases you have tried,0
"Hi Chad, long time no see!Fine, if you touch my wiener, you can have a horse.",0
"My commitment:- We will never seek victory in a just case against us, even if we will probably win. - We will never surrender/settle an unjust case against us, even if we will probably lose.",1
Tesla is building a hardcore litigation department where we directly initiate &amp; execute lawsuits. The team will report directly to me. Please send 3 to 5 bullet points describing evidence of exceptional ability.justice,1
!!,0
Whether other senior campaign managers were aware or not is a separate question.What is *not* in question is that Sussmann charged the Clinton Campaign for his Russia hoax meeting with the FBI.Source document:,1
I only heard about it last month and was blown away,1
Sus man,1
I am indeed out for blood,1
"??Sussmann himself admitted billing Clinton Campaign to pay for him to present Russia hoax to FBI! This is not even questioned by the defense.Btw, I donated to &amp; voted for Hillary, so am doubly pissed off about those funds being used for lying.",0
Doesn’t exactly scream “trustworthy”,1
. and  what say you?,1
You are absolutely correct. That tweet is a Clinton campaign hoax for which their campaign lawyer is undergoing a criminal trial.,0
"All true. Bet most people still don’t know that a Clinton campaign lawyer, using campaign funds, created an elaborate hoax about Trump and Russia. Makes you wonder what else is fake.",1
"Their implied full name is Business Insider Trading! They just deleted the last word for being too obvious, but it’s true.",1
Worth watching this interview with  The May 16 date is important.,1
Thanks for having me!,0
"Super excited to be in Brazil for launch of Starlink for 19,000 unconnected schools in rural areas &amp; environmental monitoring of Amazon!    ",1
“hit piece”. Edit buttonnnnn!,1
!!,0
"Hi Jon! You’re a good dude, but obv die-hard Dem, so have to support the party, but this Adminstration has done everything it can to sideline &amp; ignore Tesla, even though we have made twice as many EVs as rest of US industry combined.",0
"They began brewing attacks of all kinds as soon as the Twitter acquisition was announced.In my 30 year career, including the entire MeToo era, there’s nothing to report, but, as soon as I say I intend to restore free speech to Twitter &amp; vote Republican, suddenly there is …",1
True (sigh),1
"Finally, we get to use Elongate as scandal name. It’s kinda perfect. ",1
"No, it was clear that their only goal was a hit price to interfere with the Twitter acquisition. The story was written before they even talked to me.",1
"Exactly. Moreover, the “friend” in question who gave the interview to BI, is a far left activist/actress in LA with a major political axe to grind.",1
"But I have a challenge to this liar who claims their friend saw me “exposed” – describe just one thing, anything at all (scars, tattoos, …) that isn’t known by the public. She won’t be able to do so, because it never happened.",1
"And, for the record, those wild accusations are utterly untrue",0
The attacks against me should be viewed through a political lens – this is their standard (despicable) playbook – but nothing will deter me from fighting for a good future and your right to free speech,1
Exactly,1
I’m trying! Nice meme.,0
"To be clear, I’m spending &lt;5% (but actually) of my time on the Twitter acquisition. It ain’t rocket science!Yesterday was Giga Texas, today is Starbase. Tesla is on my mind 24/7.So may seem like below, but not true.",0
Big update,1
Yup,1
I think I saw that boss in Elden Ring,1
"Unless it is stopped, the woke mind virus will destroy civilization and humanity will never reached Mars",0
Wise words,1
"Good night, sweet maestro, and flights of angels sing thee to thy rest",1
A true genius,0
It’s true haha,1
Indeed,1
I suggest no parties and just direct voting by the people of concise laws that everyone can understand,1
"This is what most people in America want, but unfortunately it’s not realistic. Generally, the party with less power (currently Republicans at national level) moves more toward center to win moderate votes, so control of House/Senate/President goes back &amp; forth over time.",1
For sure,1
"This is a big one! Expect some two steps forward, one step back situations. These will be great ironed in point releases, hence ~10.12.2 or 10.13 for wider beta release.",0
A party more moderate on all issues than either Reps or Dems would be ideal,1
"I was (obv) joking at the time, but fate loves irony!",1
"Judging by the relentless hatestream from the far left, this tweet was spot on",1
Yale getsin wacktivist olympics,1
Yup,0
What I love most about wacktivists is their incredible sense of humor ,0
A clear case of wacktivism,0
Yup,0
Another batch of Starlinks reach orbit,1
 ,1
"In the past I voted Democrat, because they were (mostly) the kindness party.But they have become the party of division &amp; hate, so I can no longer support them and will vote Republican.Now, watch their dirty tricks campaign against me unfold … ",1
Pretty much. The dirty tricks attacks will be next-level.,0
"I’m not surprised at all. That was to inoculate the public. As a prominent vaccine advocate, you should understand that.Yale is the epicenter of the woke mind virus attempting to destroy civilization.",0
Despite Tesla doing more for the environment than any company ever!,0
Political attacks on me will escalate dramatically in coming months,1
Yes,1
. has lost their integrity,1
Exactly,1
Insane,0
"Exxon is rated top ten best in world for environment, social &amp; governance (ESG) by S&amp;P 500, while Tesla didn’t make the list!ESG is a scam. It has been weaponized by phony social justice warriors.",1
ESG is an outrageous scam! Shame on,0
Even applied 2 urslf,1
Or 14 times higher than Twitter’s 5% in my case ,1
So … [checks calculator] … that would be like 10 times more than 5%,0
Interesting,0
bullsh*t baffles brains,1
Yes,1
"Tesla doesn’t need debt, so the rating doesn’t impact us, but it is silly",1
Twitter exec trashing free speech &amp; mocking people with Asperger’s …,0
"Yes, the purpose of AI Day is to convince great AI/software/chip talent to join Tesla",0
Tesla AI Day  on Aug 19. So many cool updates!,1
Is this legit?,1
Hello  anyone home?,0
"Twitter claims that &gt;95% of daily active users are real, unique humans. Does anyone have that experience?",0
The audience laughter says it all,0
Absolutely,1
Exactly,0
Interesting,1
Seems like Twitter should welcome external validation if their claims are true,0
"20% fake/spam accounts, while 4 times what Twitter claims, could be *much* higher.My offer was based on Twitter’s SEC filings being accurate.Yesterday, Twitter’s CEO publicly refused to show proof of &lt;5%.This deal cannot move forward until he does.",1
"This transcription isn’t precise, but gets the gist of it",1
Just a scratch really,0
!,0
So how do advertisers know what they’re getting for their money? This is fundamental to the financial health of Twitter.,0
Have you tried just calling them?,1
Billy is the best,1
I wonder who funds them,1
"I don’t have much choice. Provided they don’t explicitly say that I endorse something, there is no legal recourse.",1
It was an honor to meet at Starbase and discuss exciting future projects!,0
I hope it’s a good product!,1
"Tragically, it wasn’t even oil from a snake!",1
Good move by,1
"No, I interact with interesting comments that I see too, even if made by people I don’t follow",1
I’m a bot &amp; so’s my wife,1
"Wow, you must be Sherlock f* Holmes.I’m joking.",0
"Tried TikTok, but it’s not winding my ⏰",1
Not to mention potential bugs in the code. Open source is the way to go to solve both trust and efficacy.,1
"I’m not suggesting malice in the algorithm, but rather that it’s trying to guess what you might want to read and, in doing so, inadvertently manipulate/amplify your viewpoints without you realizing this is happening",1
That’s a deep cut (sigh),0
"Yes, that would have a big impact!",1
"With usernames like that, the bots aren’t even trying hard!",1
"There is some chance it might be over 90% of daily active users, which is the metric that matters to advertisers.Very odd that the most popular tweets of all time were only liked by ~2% of daily active users.",0
Exactly. I have yet to see *any* analysis that has fake/spam/duplicates at &lt;5%.,1
Shame on  for shoddy reporting!,0
Iconiclaconic!platonic,0
Incredible art,1
Great shoes,0
Borderline too sexy,0
"Sooo tasty at first, but then no more golden eggs …",0
The Golden State is cooking its golden geese,1
Yes,0
The Lawyers Who Ate California,0
Just another day in Elden Ring!,1
Twitter legal just called to complain that I violated their NDA by revealing the bot check sample size is 100!This actually happened.,0
(This message brought to you by the Illuminaughty),1
Very important to fix your Twitter feed:1. Tap home button.2. Tap stars on upper right of screen.3. Select “Latest tweets”.You are being manipulated by the algorithm in ways you don’t realize.Easy to switch back &amp; forth to see the difference.,1
"Team is working the weekend to get 10.12 in limited release tomorrow. Then we evaluate, do a point update, and broaden the release. 10.12.2 is probably where we can expand to a safety score of 95+.",1
"At least, that’s what the lib hivemind thinks haha",0
Whoever thought owning the libs would be cheap never tried to acquire a social media company!,0
The bots are angry at being counted ,1
"Any sensible random sampling process is fine. If many people independently get similar results for % of fake/spam/duplicate accounts, that will be telling.I picked 100 as the sample size number, because that is what Twitter uses to calculate &lt;5% fake/spam/duplicate.",1
I relied upon the accuracy of Twitter’s public filings,0
Interesting,1
"If we collectively try to figure out the bot/duplicate user percentage, we can probably crowdsource a good answer",1
"Ignore first 1000 followers, then pick every 10th. I’m open to better ideas.",1
Pick any account with a lot of followers,1
"To find out, my team will do a random sample of 100 followers of  I invite others to repeat the same process and see what they discover …",1
"The axiomatic error was that housing prices only go up. I don’t support predatory lending, but many of those lenders were severely wounded or didn’t survive. They dug their own graves – a lesson we should all take to heart, including me.",1
Still committed to acquisition,1
Twitter deal temporarily on hold pending details supporting calculation that spam/fake accounts do indeed represent less than 5% of users,0
The straw war is emblematic of larger social issues,1
"It still needs more work imo, but we can probably widen the beta a little next month",1
This is messed up,1
Seriously?,1
How did it even start?,1
And tastes like cardboard!,1
The last straw was the last straw!,1
Stop the war on straws!,0
But I do think that twitter should authenticate all real users and prioritize those replies above unauthenticated users,0
The drinking bleach hoax was a hoax,1
Updated Starlink availability by region,1
"If Twitter can tell the difference between real and fake users, why does it allow these in our comments?",0
Exactly,1
"Didn’t occur to founders of USA that people would live so long, so they put in age minimums (for wisdom), but not age maximums (for … )",1
And also younger than 8000 years old!,0
 ,1
"Biden’s mistake is that he thinks he was elected to transform the country, but actually everyone just wanted less drama",0
"Even though I think a less divisive candidate would be better in 2024, I still think Trump should be restored to Twitter",1
Don’t Diss Information,0
Disconcerting …,0
It has potential as a currency,0
Overzealous DMCA is a plague on humanity,0
Current copyright law in general goes absurdly far beyond protecting the original creator,1
The whole notion of being “left wing” or “right wing” is silly. Almost no one initially agrees with the semi-random collection of policies associated with each wing.They only support those policies *after* they join the left or right mind tribe.,1
Great thread,1
Yeah,0
Tap on the stars in upper right of screen to revert to chronological,1
Chronological tweets seem much better than what “the algorithm” suggests,0
Literally true. Even 100x is possible.,0
"Without billions of miles of training data, solving self-driving is impossible",1
Release notes on this version will be long,1
Probably this weekend. Lot of code updates means much is discovered during testing.,1
Exactly,0
"Starlink has resisted Russian cyberwar jamming &amp; hacking attempts so far, but they’re ramping up their efforts",1
Important to listen to my full explanation,1
Haha ,0
The Tesla China team is amazing,0
Great meeting! We are very much on the same page.,1
You might be right,1
"Int/Dex build, so mostly mage with some weapon skills. Shield in left hand, staff in right with rapier &amp; claws fast switch. Change armor from heavy to medium for fast roll or tank. Move talismans around a lot.Many small hits in a row to damage stack is important.Summon!",1
And we’re all descended from a skinny shrew! Meet your grandparents^n:,1
"Dead Space 2, FEAR 2 and Bioshock are great",0
"It is amazing. I visited in 2007 and also saw the Taj Mahal, which truly is a wonder of the world.",0
Video games are scarier than any horror movie by far,1
Interesting. Don’t forget to look on the bright side of life sometimes!,1
Elden Ring vibes,1
Chocolate milk is insanely good. Just had some.,0
I’d like to meet this guy (if he is real). Hard to tell with deepfakes these days.,0
"Like I said, my preference is to hew close to the laws of countries in which Twitter operates. If the citizens want something banned, then pass a law to do so, otherwise it should be allowed.",1
Twitter obv has a strong left wing bias,1
Ok,0
There are no angels in war,0
"Not be a buzzkill on this issue, but Venice itself is slowly dying due to very low birth rates",1
"Thank you for the blessing, but I’m ok with going to hell, if that is indeed my destination, since the vast majority of all humans ever born will be there.",1
R2-D2 vibes,1
That won’t be needed,1
"Seriously, how tough are you really if can’t even handle 280 chars of criticism!?",1
Sorry! I will do my best to stay alive.,1
"If I die under mysterious circumstances, it’s been nice knowin ya",0
The word “Nazi” doesn’t mean what he seems to think it does,1
. sent this to Russian media,1
Happy Mother’s Day!,1
Correct,1
"Yes! Stop the outrageous false ESG assessments, where Tesla gets a bad grade, but an oil company can get a good grade. Total gaming of the system!",1
"At risk of stating the obvious, unless something changes to cause the birth rate to exceed the death rate, Japan will eventually cease to exist. This would be a great loss for the world.",1
How to find secret doors in Elden Ring,0
"Also, work ethic expectations would be extreme, but much less than I demand of myself",1
Sage advice in this thread …,1
!!,0
It just keeps happening,1
Like thrust on a !,1
"Next release (10.12) is another step towards all NN’s using surround video &amp; reconciling output to a unified vector space for control code.Improves complex intersections in heavy traffic.Many upgrades to core code, so taking longer to debug issues. Probably Wed/Thurs release.",1
Copycats!,1
This will trend to well over 10 times safer,1
I strongly believe that all managers in a technical area must be technically excellent. Managers in software must write great software or it’s like being a cavalry captain who can’t ride a horse!,0
We must be doing something right!,0
Haha,1
Another Starlink mission completed,1
"This rumor originated from a parody account, but got picked up by real media &amp; twitter trends (sigh)",1
So much to be done on layout. Every single pixel matters. Hard problem.,1
"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec &amp; server hardware",0
I’m a big believer in citizen journalism and following individual journalists over publications!,0
"This is false. I’ve had no communication, directly or indirectly, with Trump, who has publicly stated that he will be exclusively on Truth Social.",0
I didn’t ask anyone out or request particular seating,1
"If that’s true, it would make me very happy!",1
"Passive/index investment is simply an amplifier of active investment. If active investment signal degrades in quality, passive is proportionately impacted.Also, if there are very few actual active investors, their decisions can greatly increase company valuation volatility.",1
Interesting. I wonder if those funding these organizations are fully aware of what the organizations are doing.,1
I dunno … seems kinda fungible,1
Slashdot has some of the best comments,1
And that’s why I’m not in show biz,1
Awareness awakening,1
Some revenue is better than none!,0
You guys are awesome ,1
"Twitter will always be free for casual users, but maybe a slight cost for commercial/government users",1
Accurate,0
Here’s hoping,0
"George, please slide into my DMs!",1
I will call him and ask,1
"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",1
Sunlight is the best disinfectant,1
Who funds these organizations that want to control your access to information? Let’s investigate …,0
"Yeah, we paid for rent by turning the house into a nightclub &amp; charging $5",1
Literally 10 times higher than it should be,1
"Also, as mentioned before, we will try to keep as many shareholders as legally possible in privately held Twitter!",0
Apple’s store is like having a 30% tax on the Internet. Definitely not ok.,1
I was going full Looney Tunes haha,0
"Tesla is now over 110k direct jobs and roughly 500k indirect, factoring in suppliers",1
Talked to an NPC with aggro==255,0
No,1
"Starlink is awesome for RV’s, camping or any activity away from cities",1
"That is why we must clear out bots, spam &amp; scams. Is something actually public opinion or just someone operating 100k fake accounts? Right now, you can’t tell.And algorithms must be open source, with any human intervention clearly identified.Then, trust will be deserved.",1
There is so much potential with Twitter to be the most trusted &amp; broadly inclusive forum in the world!,1
"Yeah, kids starting with lots of money usually have much less motivation than those who have nothing. When we started our first company (Zip2) in 95, I had over $100k of student debt, a computer I built myself and a few thousand dollars.",1
"They will say anything to shift support away from me. Think of it as information war, not normal dialogue.",1
Time to make life multiplanetary,1
Or twitter,1
Can only read one side. Looks like “ax the itch”?,0
Making funny faces at the Met,1
I saw you trending as twitter ceo ,1
"Hey, why are they already writing my suicide story!?",0
As I was saying …,1
Haha ,1
All’s well that’s Orwell,1
the elusive beauty of imperfection,1
That is exactly the question,1
"That’s a Vanity Fair party and she photobombed me in the background, but you know that already, don’t know?",1
Where is their “client” list? Shouldn’t at least one of them go down!?,1
NBC basically saying Republicans are Nazis …,1
Will do our best,0
Sphincter valve?,1
I wonder what the world be like if Ludendorff hadn’t sent Lenin a train,1
"Not true. Overwhelmingly, the world will choose batteries.",1
Sell Shadow Crew merch to buy Twitter?,1
"My Shadrow Crew is sickkk!Also, who are they again?",1
"By mass, Earth is composed of ~32% Iron. Next most common element by mass is oxygen at ~30%, but only a small portion of that is in the atmosphere.",1
"An amazing example of what implanted electrodes can do, even when there are only a few large wires",1
Haha he says “Bitcoin” so many times,1
Since I’ve been asked a lot:Buy stock in several companies that make products &amp; services that *you* believe in.Only sell if you think their products &amp; services are trending worse. Don’t panic when the market does.This will serve you well in the long-term.,1
Munger is correct,0
"Major problem. Passive/index managers should vote in the best interests of shareholders, not shift responsibility to proxy advisory firms.",0
"Exactly. Right before he died, Jack Bogle (of Vanguard fame) said index/passive funds were too great a percentage of the market and he really knew what he was talking about! There should be a shift back towards active investment. Passive has gone too far.",1
